90,31,8.8,70,1.95
80,33,8.9,41,1.94
71,29,8.1,41,1.94
87,55,7.7,455,1.94
78,39,6.4,55,1.94
87,51,8,106,1.94
77,32,8.9,137,1.94
83,19,7.6,78,1.94
63,18,8.3,22,1.94
93,33,8.5,1647,1.93
79,48,8.5,69,1.93
72,61,7.5,87,1.93
86,81,6,1079,1.93
88,25,8,69,1.92
80,22,8.6,31,1.92
57,47,6.3,117,1.92
80,18,9.2,46,1.92
92,15,7.4,48,1.92
84,43,7.5,80,1.92
83,75,6.5,134,1.91
86,43,6.4,557,1.91
79,78,7.1,506,1.91
90,45,8.6,80,1.9
69,31,7.8,58,1.89
70,11,7.8,17,1.89
85,38,4.4,132,1.88
74,46,7.5,685,1.88
29,7,4.6,7,1.88
81,43,8.5,90,1.88
88,47,6.7,162,1.88
49,15,6.6,13,1.88
82,39,7.7,145,1.87
76,19,4.1,91,1.87
78,17,9.1,90,1.87
86,39,6.7,41,1.86
71,32,8.5,24,1.86
74,12,8.4,248,1.86
71,18,7.9,75,1.86
70,16,7.4,8,1.86
73,42,6.5,403,1.86
94,16,8.1,297,1.86
84,55,8.6,246,1.85
76,37,7.9,84,1.85
87,31,7.8,790,1.85
82,22,7.9,76,1.84
80,4,4.5,8,1.84
87,25,8.5,36,1.84
67,25,8.3,66,1.83
80,68,8.8,206,1.83
70,24,7.5,28,1.83
83,90,8.4,932,1.82
82,42,4.8,1265,1.82
72,9,6,5,1.82
85,17,7.9,70,1.82
89,81,8.9,1441,1.82
96,54,8.9,797,1.82
82,27,8.2,11,1.81
94,36,8,84,1.81
68,66,5.1,1147,1.81
88,64,9,178,1.81
83,23,8.3,46,1.8
80,54,6,148,1.8
89,46,7.6,105,1.8
87,85,7.9,863,1.8
75,65,7.3,1223,1.79
90,62,8.9,491,1.79
85,41,8.5,47,1.78
57,53,7.6,47,1.78
47,21,6.6,129,1.77
87,35,8.6,44,1.77
75,30,7.4,27,1.76
76,7,7.7,10,1.76
84,58,8.1,47,1.76
75,5,9,54,1.76
91,29,9.3,198,1.76
83,46,8.9,73,1.76
84,29,6.1,27,1.76
71,34,5.7,33,1.76
70,25,8.2,24,1.76
84,25,8,21,1.76
80,55,9.1,57,1.75
82,35,4.9,83,1.75
83,66,8,291,1.75
81,28,7.1,47,1.75
83,75,8,340,1.75
65,38,6.8,135,1.75
55,6,6.2,6,1.75
83,35,8.7,99,1.74
55,61,3.5,145,1.74
78,38,8.3,444,1.74
63,94,6.6,3172,1.74
92,33,8.9,71,1.73
54,83,6.5,1074,1.73
78,41,8.1,31,1.73
78,18,7.9,27,1.73
79,51,7.1,453,1.73
61,60,5.4,575,1.72
82,9,6.3,101,1.72
91,39,7.6,26,1.72
80,55,7.7,134,1.72
78,26,2.5,5664,1.72
88,56,7.9,815,1.71
89,25,8.9,43,1.71
84,57,9.1,81,1.71
83,25,8.7,35,1.71
20,13,1.9,41,1.7
95,54,8.4,937,1.7
87,18,8.6,23,1.7
74,17,5.3,77,1.7
71,94,4.5,5096,1.7
82,59,8.8,64,1.69
94,27,8.5,1863,1.69
64,8,7.1,7,1.69
53,15,6.9,28,1.69
96,82,9.4,767,1.69
64,62,5.9,104,1.68
78,58,8.5,301,1.68
82,50,7.9,135,1.68
90,70,7.9,2280,1.68
79,20,8.2,25,1.68
92,44,9.1,200,1.68
67,32,8.5,12,1.67
73,35,7.9,46,1.67
93,41,9.1,125,1.67
90,14,6.8,4,1.67
83,40,8.9,106,1.67
87,10,8.3,36,1.67
87,41,7.9,597,1.67
84,28,7.8,13,1.67
94,15,8.8,81,1.67
83,37,7.9,24,1.67
86,68,7.9,1346,1.67
71,9,9,85,1.67
79,103,8.2,2161,1.66
44,17,8,41,1.66
93,35,8.3,33,1.66
78,28,8.7,22,1.66
83,44,9.2,19,1.66
81,42,6.5,325,1.66
83,22,8.3,28,1.66
79,59,7.2,114,1.66
72,29,8.4,71,1.66
89,69,8.8,1940,1.65
77,49,8.5,156,1.65
71,33,7.9,51,1.65
56,24,6.7,18,1.65
77,52,6.3,82,1.65
79,64,8.3,544,1.65
68,38,7.2,56,1.65
72,76,7.6,233,1.64
88,18,8.9,18,1.64
83,51,8.5,120,1.64
82,15,7.5,383,1.63
92,42,9.1,93,1.63
70,98,8.1,2652,1.63
89,39,8.7,121,1.63
89,23,8.8,40,1.63
81,29,5.2,1651,1.63
90,19,8.8,53,1.63
88,29,8.8,35,1.62
86,80,7.8,869,1.62
84,65,8,131,1.62
74,50,3.1,69,1.62
61,28,7.9,69,1.62
83,22,7.7,262,1.62
92,35,8.4,107,1.62
80,44,7.9,50,1.62
77,33,8.7,20,1.61
76,39,8.7,55,1.61
81,77,6.7,559,1.6
69,40,8,37,1.6
81,74,8,267,1.6
86,17,9.2,326,1.6
72,49,7.8,125,1.6
83,24,7.5,36,1.59
94,12,8.7,850,1.59
85,75,6.7,288,1.59
96,16,9.2,568,1.59
74,19,6.1,47,1.59
53,34,6.7,106,1.58
75,54,8.2,267,1.58
69,8,6.8,6,1.58
85,62,7.9,157,1.58
76,38,8.2,253,1.58
76,18,7.6,13,1.58
66,66,6.5,279,1.58
84,63,8.2,311,1.57
78,69,6.8,908,1.57
90,18,8.7,24,1.57
79,81,5.4,779,1.57
78,15,5.8,712,1.57
72,40,8,5,1.57
80,19,6.4,138,1.57
55,10,8.6,45,1.57
64,25,7.9,53,1.57
84,46,8.5,57,1.57
79,21,6.8,18,1.56
84,32,8.1,41,1.56
83,54,8.5,134,1.56
38,10,5.7,7,1.56
54,26,9,133,1.56
73,14,7,13,1.55
71,37,5.7,36,1.55
86,39,8.5,31,1.55
79,58,8,62,1.55
74,15,8.7,35,1.55
89,25,6.9,49,1.55
79,73,8.1,1116,1.55
74,79,7.8,458,1.55
88,62,8.2,492,1.54
80,27,8.2,99,1.54
88,23,9,713,1.54
69,6,8.1,14,1.54
90,78,8,215,1.54
87,25,8.6,47,1.54
80,80,7.4,770,1.53
64,28,7.8,13,1.53
82,37,6.7,146,1.53
89,35,7.9,781,1.53
81,49,8,56,1.53
74,11,4.2,1635,1.53
75,47,7.6,122,1.52
38,21,5,26,1.52
83,77,8.9,712,1.52
88,46,7.6,95,1.52
87,34,8.5,51,1.52
73,19,7.8,26,1.51
76,19,8.1,24,1.51
90,83,8.6,679,1.51
68,10,8.2,27,1.51
69,17,7.3,18,1.51
84,45,8,172,1.51
85,89,8.6,984,1.51
93,45,9.1,135,1.5
80,43,6.9,92,1.5
76,15,8.9,64,1.5
84,30,8.3,35,1.5
91,25,7.7,7,1.5
63,41,6.8,121,1.5
91,24,7.9,88,1.49
80,55,8.1,94,1.49
81,18,6.9,23,1.49
67,4,7,24,1.49
79,76,6.9,216,1.49
75,61,7.7,297,1.49
85,16,6.6,694,1.49
57,51,6.9,103,1.48
60,24,7.8,35,1.48
83,91,7.8,543,1.48
68,12,5.5,4,1.48
65,69,7.1,71,1.48
82,19,7.4,20,1.48
85,43,9,25,1.48
75,43,7.8,42,1.48
93,74,8.6,68,1.48
33,58,4.8,479,1.47
79,75,7.2,334,1.47
86,67,8.8,264,1.47
84,15,8.4,204,1.46
81,53,8.2,46,1.46
87,28,7.9,46,1.46
85,65,7.9,129,1.46
76,38,8.6,41,1.46
83,70,7.7,263,1.46
70,85,6,399,1.45
85,53,8.6,73,1.45
73,42,7.8,70,1.45
71,40,8.3,94,1.45
94,62,8.5,1081,1.45
59,14,6.9,11,1.45
85,20,6.5,368,1.45
73,13,7.5,8,1.44
74,38,6.5,79,1.44
71,7,6.8,5,1.44
88,30,8.2,20,1.44
91,19,8.6,27,1.44
61,59,5.7,180,1.43
77,4,7.9,8,1.43
71,41,6.8,48,1.43
52,46,5,20,1.43
65,26,7.6,10,1.43
84,14,8.6,44,1.43
83,33,7,493,1.43
63,12,7.5,11,1.43
64,25,7.8,38,1.42
94,51,8.7,881,1.42
93,30,5.5,1849,1.42
59,7,7.8,12,1.42
64,75,2.2,4572,1.42
89,56,9,203,1.42
80,36,8.9,45,1.42
89,78,8.4,535,1.42
81,18,8.7,34,1.42
80,61,7.9,746,1.42
76,54,7.9,116,1.42
77,33,7.3,15,1.41
85,54,7.2,48,1.41
55,22,6,250,1.41
79,45,8.5,40,1.41
87,42,6.6,384,1.41
91,15,8.4,98,1.41
87,19,8.4,15,1.41
87,76,8.1,86,1.4
79,29,7.5,11,1.4
83,11,8.6,26,1.4
89,79,8.7,768,1.4
72,13,6.1,14,1.4
88,58,8.2,65,1.4
79,30,8.4,34,1.4
86,25,7.7,24,1.4
86,85,8.2,977,1.4
88,9,8,7,1.39
69,29,8.8,68,1.39
81,63,7.9,362,1.38
85,49,6.4,241,1.38
64,71,6.1,155,1.38
77,39,7.8,28,1.38
60,77,6.1,1409,1.38
86,21,7.3,279,1.38
86,102,8,1288,1.38
77,49,8.3,340,1.38
81,21,8.1,18,1.38
60,6,6.7,7,1.38
77,12,8.4,16,1.37
89,70,8.3,684,1.37
81,44,6.1,60,1.37
80,25,5.8,87,1.37
89,50,8.2,682,1.37
86,67,8.6,140,1.37
65,17,6.9,32,1.37
80,54,6.7,178,1.36
78,45,7.1,52,1.36
80,53,8.9,58,1.36
68,65,6,160,1.36
75,21,7.8,30,1.36
83,21,5.9,371,1.36
73,20,8.9,36,1.36
76,24,8.1,99,1.35
63,16,6.3,6,1.35
60,17,9.3,4,1.35
88,68,6.9,279,1.35
87,12,8,585,1.35
82,63,8,318,1.35
73,37,8.7,23,1.35
81,52,6,3517,1.35
84,96,6.2,815,1.35
79,7,7.4,15,1.35
84,8,8.9,21,1.35
82,43,7.9,57,1.35
73,19,7.4,23,1.34
84,61,8,248,1.34
81,32,7.9,93,1.34
79,71,6.5,482,1.34
84,72,7.5,533,1.34
92,57,8.9,440,1.34
84,56,7.3,147,1.34
88,71,7.4,116,1.34
74,24,6.9,252,1.34
84,46,7.8,83,1.34
71,34,8.6,78,1.34
80,49,8.3,30,1.34
74,26,8.4,60,1.34
79,76,7.1,187,1.34
73,27,8.2,63,1.34
84,50,8.1,203,1.34
90,28,8.6,51,1.34
83,100,8.1,1156,1.33
92,60,8.8,279,1.33
57,15,6.5,21,1.33
74,27,7.3,41,1.33
83,37,5.7,45,1.32
93,85,8.3,280,1.32
84,70,6.7,80,1.32
91,47,7.5,930,1.32
93,20,7.4,25,1.32
70,71,7.2,318,1.32
73,32,7.5,25,1.32
74,36,8.5,38,1.32
81,37,6.2,353,1.31
79,42,8,52,1.31
69,25,7.4,25,1.31
91,13,9.2,3963,1.31
61,20,7.3,27,1.31
78,83,7.8,356,1.31
94,76,7.2,139,1.31
89,76,8.6,127,1.3
63,12,6,39,1.3
78,83,8.5,376,1.3
80,35,6.6,38,1.3
78,22,8.3,6,1.3
80,59,7,132,1.3
78,22,6.1,402,1.3
68,25,8.2,25,1.29
75,24,7.7,33,1.29
85,54,7.2,406,1.29
49,10,6.2,5,1.29
67,19,5.9,8,1.29
56,4,5,5,1.29
75,51,8.6,27,1.29
74,26,7.8,387,1.29
84,38,5.4,7512,1.29
79,26,7.9,66,1.29
72,53,7.5,292,1.29
66,32,7.6,30,1.29
77,11,8.4,613,1.28
85,51,8.4,57,1.28
73,5,7.4,10,1.28
76,47,8.3,136,1.28
67,21,7.3,26,1.28
89,34,8.9,557,1.28
93,12,9.4,358,1.27
73,16,7.2,19,1.27
69,8,7.2,26,1.27
76,31,6.6,71,1.27
91,69,8.1,1107,1.27
83,75,8.7,487,1.27
59,46,6.3,134,1.27
