Name,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Kamaitachi no Yoru 2,,,,,0.36
High Heat Major League Baseball 2004,83,17,8.1,12,0.36
Robots,53,6,6,8,0.36
NARC,50,24,7,21,0.36
One Piece: Gigant Battle!,,,,,0.36
Dragon Ball Z: Attack of the Saiyans,73,21,7.9,24,0.36
My Horse & Me,,,,,0.36
Bionic Commando,71,48,7.4,62,0.36
Monster Rancher 3,77,13,8.5,23,0.36
The Incredibles: Rise of the Underminer,60,12,7.1,8,0.36
Sword Art Online: Lost Song,70,4,7.1,27,0.36
MechWarrior 2: 31st Century Combat,,,,,0.36
Zoo Tycoon (2013),,,,,0.36
Hamtaro: Ham-Ham Heartbreak,72,7,9.3,18,0.36
Okage: Shadow King,70,23,8.5,14,0.36
Mobile Suit Z-Gundam,,,,,0.36
Cubix Robots for Everyone: Clash 'n' Bash,,,,,0.36
BlazBlue: Calamity Trigger,86,51,8.5,70,0.36
Kirby's Dream Land 3,,,,,0.36
Big Bass World Championship,,,,,0.36
NFL GameDay 2001,51,16,tbd,,0.36
NBA 2K6,84,27,8.7,15,0.36
Saban's Power Rangers: Lightspeed Rescue,,,,,0.36
Tetrisphere,,,,,0.36
Jurassic Park,,,,,0.36
Mystical Ninja starring Goemon,,,,,0.36
Marvel Super Hero Squad,49,16,6.2,14,0.36
The Chronicles of Narnia: Prince Caspian,63,5,7.1,12,0.36
World's Scariest Police Chases,54,16,6.3,4,0.36
Shaun Palmer's Pro Snowboarder,58,7,tbd,,0.36
North American Hunting Extravaganza,,,tbd,,0.36
ZhuZhu Pets: Featuring The Wild Bunch,,,tbd,,0.36
MechAssault 2: Lone Wolf,81,66,7.5,23,0.36
Valkyrie Profile: Lenneth,80,39,8.4,57,0.36
Hamster Club 3,,,,,0.36
Breath of Fire II,,,,,0.36
LEGO Racers,,,,,0.36
Just Dance 2016,73,10,6.8,20,0.36
ESPN NFL Football,91,25,8.9,45,0.36
Naruto: Ultimate Ninja 3 (JP sales),,,,,0.36
Rapala Pro Fishing,59,6,8.7,32,0.36
ATV/Monster Truck Mayhem,,,,,0.36
J-League Pro Soccer Club o Tsukurou '04,,,,,0.36
Spider-Man: Shattered Dimensions,76,68,7.6,96,0.36
Dai-2-Ji Super Robot Taisen Z Saisei-hen,,,,,0.36
TMNT,60,17,5.9,11,0.36
Fossil Fighters: Frontier,57,25,4.8,19,0.36
Disney's The Haunted Mansion,,,,,0.36
Arc the Lad: Twilight of the Spirits,72,39,8.2,33,0.36
Dance Dance Revolution 3rdMix,,,,,0.36
Ryu Ga Gotoku Kenzan!,,,,,0.36
Super Robot Taisen A,,,,,0.36
Watch Dogs 2,83,9,7.7,131,0.36
Tiger Woods PGA Tour 09,53,4,5.5,6,0.36
Boxer's Road,,,,,0.36
Frogs And Flies,,,,,0.36
Harry Potter and the Chamber of Secrets,77,13,7.2,12,0.36
Toriko: Gourmet Survival!,,,,,0.36
South Park Rally,,,,,0.36
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,,,,,0.36
Arctic Thunder,45,23,5.3,10,0.36
NHL 2K10,,,8.5,4,0.36
J-League Pro Soccer Club o Tsukurou!,,,,,0.36
ESPN: Sports Connection,31,13,2.7,18,0.36
Digging for Dinosaurs,,,tbd,,0.36
Formula 1 Championship Edition,,,,,0.36
Shrek,49,19,5.4,9,0.36
Dragon's Crown,78,15,8.4,198,0.35
Thief (2014),,,,,0.35
Blasto,,,,,0.35
Wipeout 2048,79,63,8.2,191,0.35
Wonder Pets! Save the Animals!,,,,,0.35
Backyard Baseball 2006,,,,,0.35
Cabela's Outdoor Adventures (2006),,,8.9,17,0.35
Trauma Center: Under the Knife,81,45,8.7,45,0.35
Press Your Luck 2010 Edition,,,tbd,,0.35
Nicktoons: Unite!,,,,,0.35
Farming Simulator 2015,,,,,0.35
Earth Defense Force 2025,69,28,7.5,52,0.35
Middle-Earth: Shadow of Mordor,84,17,8,1671,0.35
Suikoden V,76,43,7.6,109,0.35
Picross 2,,,,,0.35
SOCOM: Tactical Strike,,,,,0.35
Farming Simulator 2015,,,,,0.35
Tiger Woods PGA Tour 14,77,28,6.2,26,0.35
Sentouchu: Densetsu no Shinobi to Survival Battle!,,,,,0.35
U-Sing,,,,,0.35
Outlaw Golf 2,63,20,tbd,,0.35
Momotarou Dentetsu 12,,,,,0.35
LocoRoco 2,85,55,8.4,44,0.35
Football Manager Handheld 2010,69,10,6.9,7,0.35
Disney's Tarzan: Return to the Jungle,68,8,tbd,,0.35
Batman: Rise of Sin Tzu,63,21,8.3,14,0.35
Cabela's Dangerous Hunts,,,9.1,22,0.35
AMF Bowling World Lanes,,,1.1,10,0.35
Kinectimals: Now with Bears!,,,,,0.35
G-Force,,,8.8,4,0.35
Worms: Open Warfare 2,81,25,9.1,22,0.35
Jikkyou Powerful Pro Yakyuu 13,,,,,0.35
Dark Void,59,50,6,36,0.35
Guitar Hero: Smash Hits,73,34,7.2,9,0.35
Mega Man X3,,,,,0.35
Stunt Race FX,,,,,0.35
NHL 2K10,79,8,6.8,16,0.35
Bloody Roar 3,71,20,8.6,34,0.35
WWE Crush Hour,56,13,5.3,8,0.35
Persona 2: Eternal Punishment,83,11,8.4,25,0.35
Homefront: The Revolution,48,43,3.8,212,0.35
Assassin's Creed III,85,26,7.1,216,0.35
One Piece: Burning Blood,66,45,7.8,49,0.35
Star Wars: Flight of the Falcon,39,13,5.8,11,0.35
One Piece: Gigant Battle 2 Shin Sekai,,,,,0.35
Teenage Mutant Ninja Turtles: Smash-Up,67,34,8.2,21,0.35
Toukiden: The Age of Demons,71,44,8,136,0.35
Metro: Last Light,80,20,8.4,440,0.35
Jikkyou Powerful Pro Yakyuu 2000,,,,,0.35
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),,,,,0.35
Football Manager 2016,81,34,6.9,97,0.35
Resident Evil: Dead Aim,65,28,6.6,48,0.35
Command & Conquer: Red Alert 3 Ultimate Edition,,,,,0.35
Need for Speed Carbon,75,12,7.8,14,0.35
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,,,tbd,,0.35
FIFA Soccer 13,,,3.2,19,0.35
The Fairly Odd Parents: Shadow Showdown,,,,,0.35
EA Sports MMA,79,63,7,55,0.35
Saban's Power Rangers: Lightspeed Rescue,,,,,0.35
Xbox Music Mixer,49,12,tbd,,0.35
Defiance,59,21,6.9,145,0.35
Terminator Salvation,48,50,5,53,0.35
CSI: Deadly Intent - The Hidden Cases,,,,,0.35
College Hoops 2K8,66,4,tbd,,0.35
Destiny: The Taken King,,,4.4,59,0.35
Pac-Man All-Stars,,,,,0.35
Guitar Hero: Metallica,,,7.6,9,0.35
Guilty Gear X2,87,31,8.7,34,0.35
Chicken Shoot,27,9,4.8,26,0.35
Tom Clancy's Rainbow Six: Lockdown,70,15,6.9,9,0.35
From TV Animation One Piece: Tobidase Kaizokudan!,,,,,0.35
MotoGP 08,68,20,5.6,12,0.35
LEGO Marvel's Avengers,71,18,5.1,15,0.35
The Tale of Despereaux,,,tbd,,0.35
Aggressive Inline,85,31,8.7,14,0.35
Mirror's Edge Catalyst,69,50,4.7,578,0.35
Sniper Elite 3,63,12,6.6,68,0.35
Hello Kitty Daily,,,,,0.35
NFL Street,81,30,8,4,0.35
Karaoke Revolution,83,29,9.1,17,0.35
Metal Arms: Glitch in the System,81,28,8.9,17,0.35
Tropico 4,77,18,7.5,37,0.35
Jikkyou Powerful Pro Yakyuu 7,,,,,0.35
Rally Cross 2,,,,,0.35
EverGrace,59,12,7.8,4,0.35
Enemy Territory: Quake Wars,60,30,6.4,14,0.35
Lunar 2: Eternal Blue Complete,86,12,8.9,37,0.35
Street Fighter Alpha: Warriors' Dreams,,,,,0.35
Rugrats: Royal Ransom,,,tbd,,0.35
MLB 06: The Show,83,30,8.5,32,0.35
Over the Hedge,61,21,9.3,6,0.35
Tomb Raider (2013),86,18,8.5,3552,0.35
Charlie and the Chocolate Factory,35,21,4.1,28,0.35
TrackMania Turbo,81,52,7.9,110,0.35
Kurushi Final: Mental Blocks,,,,,0.34
Risk / Battleship / Clue,,,,,0.34
Tiger Woods PGA Tour 12: The Masters,85,14,6.7,7,0.34
Def Jam Icon,69,48,6.3,108,0.34
SD Gundam G Generation World,,,,,0.34
The Wild Thornberrys Movie,,,tbd,,0.34
High School Musical 3: Senior Year DANCE!,,,,,0.34
Hannah Montana: The Movie,,,tbd,,0.34
Dynasty Warriors 5 Empires,62,23,9.1,24,0.34
Call of Duty: Ghosts,69,6,3.4,256,0.34
Transformers: Dark of the Moon,57,41,5.6,27,0.34
SoulCalibur,98,24,8.8,200,0.34
WipEout 3,89,14,8.5,15,0.34
UEFA Euro 2008 Austria-Switzerland,,,,,0.34
SpongeBob's Boating Bash,,,7.6,5,0.34
Classic NES Series: Ice Climber,66,12,tbd,,0.34
Pirates of the Caribbean: At World's End,66,14,tbd,,0.34
WWE '12,74,6,5.2,9,0.34
WWE All Stars,75,64,7.2,45,0.34
Mini Ninjas,73,37,8.7,62,0.34
Tekken Tag Tournament 2,83,35,7.5,90,0.34
Freeway,,,,,0.34
Driver 2 Advance,73,9,6.6,14,0.34
Monster Rancher 4,77,21,9.1,18,0.34
Mini Ninjas,61,10,5.8,4,0.34
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,65,34,8.6,20,0.34
Iron Storm,,,,,0.34
Battalion Wars 2,75,38,7.6,45,0.34
MotorStorm: Arctic Edge,72,10,8.3,6,0.34
The Fairly Odd Parents: Shadow Showdown,,,,,0.34
Marvel Super Heroes,,,,,0.34
Super Bust-A-Move,75,11,tbd,,0.34
Hitman: Contracts,78,44,8.8,15,0.34
Supreme Commander 2,75,28,7.1,23,0.34
Thunderstrike: Operation Phoenix,65,15,8.1,7,0.34
Frostbite,,,,,0.34
Alien's Return,,,,,0.34
Mario & Sonic at the Rio 2016 Olympic Games,,,,,0.34
Avatar: The Last Airbender - The Burning Earth,,,,,0.34
Racquet Sports,45,17,4.3,8,0.34
Company of Heroes 2,80,82,2.1,6157,0.34
Trauma Center: Second Opinion,80,49,8,47,0.34
DanceDanceRevolution,,,tbd,,0.34
WWE Day of Reckoning 2,76,36,6,263,0.34
NBA 2K12,,,6.8,6,0.34
The Urbz: Sims in the City,70,28,6.5,10,0.34
Fantastic Voyage,,,,,0.34
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,,,,,0.34
Night Warriors: Darkstalkers' Revenge,,,,,0.34
Rayman Legends,91,6,7.9,218,0.34
SpongeBob SquarePants: The Yellow Avenger,67,5,7.6,10,0.34
Monopoly,54,4,6.7,13,0.34
SimCity Creator,69,16,7.3,8,0.34
Off Road Challenge,,,,,0.34
Tenchu Z,56,51,7.3,58,0.34
Bank Heist,,,,,0.34
Conan,69,35,7.2,40,0.34
Backstreet Billiards,,,,,0.34
Carnival,,,,,0.34
Leisure Suit Larry: Magna Cum Laude,60,44,6.3,18,0.34
MVP 06 NCAA Baseball,75,29,8.6,17,0.34
Naruto Shippuden: Ultimate Ninja Impact,59,16,7.2,26,0.34
Momotarou Dentetsu DS: Tokyo & Japan,,,,,0.34
Point Blank,,,,,0.34
Disney Infinity 3.0,,,,,0.34
Speed Racer: The Videogame,,,,,0.34
F.E.A.R.,85,44,7.3,131,0.34
Tiny Tank,,,,,0.34
Yu-Gi-Oh! 5D's Tag Force 5,,,,,0.34
Tom Clancy's Ghost Recon: Shadow Wars,77,49,7.9,78,0.34
Smart Girl's Party Game,,,tbd,,0.34
Spy Hunter,71,19,tbd,,0.34
James Bond 007: Legends,,,,,0.34
The Sims 3: Town Life Stuff,,,6.3,14,0.34
Herbie: Fully Loaded,47,9,6.8,4,0.34
Teenage Mutant Ninja Turtles,57,25,8,8,0.34
Kameo: Elements of Power,79,76,8.1,107,0.34
Football Manager Handheld 2008,,,,,0.34
Dynasty Warriors 6 Empires,62,22,7,26,0.34
The Shoot,60,39,6.2,11,0.34
Disney Sing It: Pop Hits,,,,,0.34
Dead or Alive 5,,,,,0.34
My Baby Boy,,,tbd,,0.34
Puzzle Quest: Challenge of the Warlords,82,41,8.7,32,0.34
Dynasty Warriors: Gundam 2,52,8,6.5,8,0.34
Star Ocean: Second Evolution,75,37,7.1,26,0.34
Imagine: Movie Star,,,tbd,,0.34
Fade to Black,,,,,0.34
MXRider,69,16,6.8,6,0.34
Disney Magic World 2,,,,,0.34
Delta Force: Black Hawk Down,61,37,6.6,19,0.34
Pirates of the Caribbean: At World's End,58,42,5.3,21,0.34
Angry Birds Star Wars,,,3,8,0.34
World Championship Poker 2: Featuring Howard Lederer,67,20,tbd,,0.34
The Eye of Judgment,75,43,8.2,51,0.33
Sengoku Musou 3 Z,,,,,0.33
Tom Clancy's Ghost Recon Advanced Warfighter,66,14,6,27,0.33
Iron Man 2,54,7,tbd,,0.33
Tokyo Highway Battle,,,,,0.33
NHL 09,88,25,7.7,41,0.33
World of Final Fantasy,77,74,8.3,222,0.33
Beyond Good & Evil,,,,,0.33
Banjo-Kazooie: Grunty's Revenge,72,21,8.1,18,0.33
Bomberman World,,,,,0.33
Bejeweled 3,75,9,tbd,,0.33
NHL 17,78,26,5.8,67,0.33
Mega Man ZX Advent,78,27,8.6,32,0.33
Transformers: Revenge of the Fallen (DS Versions),,,,,0.33
NCAA Basketball 10,75,17,7.8,6,0.33
Star Ocean 5: Integrity and Faithlessness,,,,,0.33
Jeanne d'Arc,87,45,8.2,74,0.33
Deathtrap Dungeon,,,,,0.33
Tales of the World: Radiant Mythology 2,,,,,0.33
Night at the Museum: Battle of the Smithsonian,,,tbd,,0.33
Harry Potter and the Deathly Hallows - Part 2,44,31,5.4,24,0.33
Avatar: The Last Airbender,64,9,6.4,7,0.33
Ape Escape Academy,51,48,5.8,4,0.33
WWE Wrestlemania XIX,76,26,8.7,47,0.33
The Sims 2,73,22,8.3,8,0.33
Hulk,69,25,7.7,9,0.33
Untold Legends: The Warriors Code,65,46,8.3,28,0.33
Klonoa 2: Lunatea's Veil,91,18,9.1,72,0.33
Deus Ex: Invisible War,84,50,7.6,37,0.33
Disney's Treasure Planet,,,tbd,,0.33
NASCAR Thunder 2002,82,17,tbd,,0.33
The King of Fighters XIII,79,31,8.2,51,0.33
BeatMania Append GottaMix,,,,,0.33
Tak 2: The Staff of Dreams,75,22,8.6,8,0.33
Fracture,63,60,6.2,45,0.33
Ninja Blade,68,65,6.8,55,0.33
Bookworm,80,5,tbd,,0.33
LEGO Batman 2: DC Super Heroes,62,9,6.7,46,0.33
Bee Movie Game,62,16,7.6,7,0.33
Kelly Slater's Pro Surfer,77,19,8.4,15,0.33
Sniper: Ghost Warrior 2,52,15,6,82,0.33
Shrek SuperSlam,58,4,tbd,,0.33
Legends of Wrestling II,59,15,6.7,6,0.33
World Stadium 3,,,,,0.33
LEGO Pirates of the Caribbean: The Video Game,67,5,tbd,,0.33
Extra Bases,,,,,0.33
Super Power League 2,,,,,0.33
Virtua Tennis 2009,70,43,6.2,15,0.33
Street Fighter Alpha 3 MAX,80,35,8,27,0.33
MLB 09: The Show,79,7,7.5,12,0.33
Cool Boarders 2001,78,16,tbd,,0.33
Hell's Kitchen: The Game,,,,,0.33
Classic NES Series: Castlevania,74,10,8.6,12,0.33
Scooby-Doo! First Frights,,,,,0.33
Fight Night Round 3,83,32,9,21,0.33
GT Advance Championship Racing,82,10,tbd,,0.33
Way of the Samurai 2,59,32,9,24,0.33
Planet Puzzle League,86,25,8.2,15,0.33
BattleTanx,,,,,0.33
Custom Robo,,,,,0.33
Naruto: Rise of a Ninja,78,35,8.6,84,0.33
Cabela's Dangerous Hunts 2011,60,4,5.4,9,0.33
Hatsune Miku: Project Diva Extend,,,,,0.33
Pitfall 3D: Beyond the Jungle,,,,,0.33
Disgaea 2: Cursed Memories,84,54,6.4,42,0.33
Clock Tower 3,69,28,7.6,38,0.33
Battle Dodge Ball,,,,,0.33
Etrian Odyssey,75,30,8.5,37,0.33
Call Of Duty 2: Big Red One,76,28,7.9,14,0.33
Dragon Ball Z: Extreme Butoden,61,32,6.6,32,0.33
Night at the Museum: Battle of the Smithsonian,54,8,tbd,,0.33
Disgaea: Hour of Darkness,84,42,8.9,74,0.33
NeoGeo Battle Coliseum,66,21,8.8,6,0.33
Resonance of Fate,74,43,7.7,96,0.33
Harry Potter and the Deathly Hallows - Part 2,47,6,6.6,5,0.33
We Sing Deutsche Hits,,,,,0.33
SpongeBob SquarePants: Creature from the Krusty Krab,74,5,7.7,12,0.33
MLB 08: The Show,83,14,8.4,12,0.33
Parodius,,,,,0.33
The X-Factor,,,,,0.33
Spy Kids 3-D: Game Over,62,4,7.7,6,0.33
Sakura Wars 3: Paris wa Moeteiru ka,,,,,0.33
Capcom Classics Collection Reloaded,75,27,tbd,,0.33
NCAA GameBreaker 2001,69,9,tbd,,0.33
Power Rangers: Ninja Storm,55,4,7.8,6,0.33
Naruto: Gekito Ninja Taisen! 4,,,,,0.33
Medal of Honor: Warfighter,55,30,5.4,599,0.33
Kidou Senshi Gundam F91: Formula Senki 0122,,,,,0.33
MVP Baseball 2005,88,20,8.7,16,0.33
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,,,,,0.33
SSX Blur,74,52,8.1,60,0.33
DX Game of Life 2,,,,,0.33
Danganronpa: Trigger Happy Havoc,80,55,8.1,235,0.33
NBA Live 96,,,,,0.33
Harry Potter and the Half-Blood Prince,66,35,7.1,17,0.33
Alien: Isolation,,,8.3,111,0.33
Samurai Warriors 2: Xtreme Legends (JP sales),,,,,0.33
Teen Titans,63,11,6.9,11,0.33
Def Jam Rapstar,65,5,tbd,,0.33
MX vs. ATV Untamed,70,7,8.3,9,0.33
Frogger II: Threeedeep!,,,,,0.33
Binary Domain,72,33,8.2,179,0.33
NBA Live 06,76,14,tbd,,0.33
Fireball,,,,,0.33
Dr. Mario / Puzzle League,74,14,tbd,,0.33
Family Party: 90 Great Games Party Pack,,,tbd,,0.33
DECA Sports Freedom,26,16,3.7,9,0.33
Shin Nippon Pro Wrestling: Toukon Retsuden,,,,,0.33
NBA 2K10,,,8.1,13,0.33
Major League Baseball 2K6,71,21,5.7,12,0.33
Golden Axe: Beast Rider,45,33,5.8,33,0.33
Pinball Hall of Fame: The Gottlieb Collection,,,,,0.33
EA Playground,60,8,7.6,13,0.33
Buzz! The Ultimate Music Quiz,,,,,0.33
Discovery Kids: Puppy Playtime,,,tbd,,0.33
The Witcher: Enhanced Edition,86,30,8.5,1660,0.32
Teenage Mutant Ninja Turtles 2: Battle Nexus,65,9,tbd,,0.32
Nicktoons: Movin',,,tbd,,0.32
Mystery Case Files: The Malgrave Incident,65,26,8.2,5,0.32
Chicken Riot,,,tbd,,0.32
One Piece: Romance Dawn - Bouken no Yoake,,,,,0.32
Might & Magic Heroes VI,,,,,0.32
Iron Man 2,41,11,4.6,12,0.32
SWAT: Global Strike Team,69,21,7.8,16,0.32
NCAA Basketball 10,75,22,tbd,,0.32
Championship Bass,,,,,0.32
The Adventures of Tintin: The Game,,,5.7,6,0.32
Battlestations: Pacific,76,48,7.4,41,0.32
Elebits,75,46,7.4,33,0.32
Style Lab: Jewelry Design,,,tbd,,0.32
Def Jam Rapstar,75,25,6.3,4,0.32
Hatsune Miku: Project Mirai DX,80,32,8.5,71,0.32
Just Dance 2016,66,10,6.1,18,0.32
Golden Axe: Beast Rider,44,30,5.6,23,0.32
Dead Space 2,87,28,8.3,974,0.32
NHL Breakaway 98,,,,,0.32
Momotarou Dentetsu 20-Shuunen,,,,,0.32
Bratz: Girlz Really Rock,,,tbd,,0.32
Minute to Win It,,,tbd,,0.32
Kinetica,77,21,8.3,21,0.32
The Black Eyed Peas Experience,66,17,5.8,8,0.32
NBA Street V3,89,41,8.9,10,0.32
Bust-A-Move '99,,,,,0.32
Dragon Quest Monsters 1·2,,,,,0.32
Marvel: Ultimate Alliance 2,50,8,5.2,16,0.32
Remember Me,72,37,7.4,424,0.32
Silent Hill: Downpour,68,38,7.3,269,0.32
OverBlood,,,,,0.32
Dead Rising 2: Off the Record,72,31,7.1,35,0.32
ESPN X-Games Pro Boarder,,,,,0.32
Dragon Ball: XenoVerse,67,18,7.2,128,0.32
Eternal Sonata,79,56,7.9,97,0.32
Harvest Moon: Back to Nature,82,6,9.3,78,0.32
Dead or Alive 5,76,39,7.9,95,0.32
Naruto: Ultimate Ninja (JP sales),,,,,0.32
Final Fantasy XI,85,49,6.9,66,0.32
Dragon Ball Heroes: Ultimate Mission 2 ,,,,,0.32
Overlord II,75,60,7.2,46,0.32
Madden NFL 09,,,7.8,4,0.32
Dance Dance Revolution Universe,74,26,8.8,5,0.32
"Go, Diego, Go!: Great Dinosaur Rescue",,,,,0.32
Batman: Arkham Asylum,91,29,8.7,1736,0.32
"Warhammer 40,000: Squad Command",67,25,7.6,26,0.32
Darkwatch,74,37,8.4,42,0.32
Tony Hawk's American Wasteland,75,43,7.2,21,0.32
Beautiful Katamari,73,52,7,40,0.32
Ben 10 Ultimate Alien: Cosmic Destruction,,,tbd,,0.32
Pony Friends 2,,,tbd,,0.32
My Baby: First Steps,,,tbd,,0.32
Prince of Persia: The Sands of Time,92,33,8.4,41,0.32
Harry Potter and the Deathly Hallows - Part 2,43,21,5.7,27,0.32
Sky Odyssey,79,18,8.4,9,0.32
Nagano Winter Olympics 98,,,,,0.32
Rayman 2: The Great Escape,,,,,0.32
Just Dance 2016,,,6,5,0.32
Kirby's Block Ball,,,,,0.32
World of Warcraft: Legion,88,62,7.5,535,0.32
Hatsune Miku: Project Diva F 2nd,81,8,8.4,69,0.32
Bleach: Shattered Blade,58,30,7.5,24,0.32
FIFA Street 3,63,37,6.9,19,0.32
Fortress,64,15,tbd,,0.32
Disney Fairies: Tinker Bell and the Great Fairy Rescue,,,tbd,,0.32
FIFA 2001 Major League Soccer,85,10,7.8,5,0.32
Operation Flashpoint: Red River,67,36,6.3,18,0.32
Power Rangers Samurai,45,4,tbd,,0.32
Karaoke Revolution Presents American Idol Encore 2,,,tbd,,0.32
DiRT 2,55,13,5.7,10,0.32
Rally Cross,,,,,0.32
Frogger's Adventures: The Rescue,59,12,8.5,6,0.32
Silent Hill HD Collection,70,33,4.8,136,0.32
Extreme Pinball,,,,,0.32
Singularity,76,70,7.7,169,0.32
Karaoke Revolution Volume 3,82,25,7.8,10,0.32
Vin Diesel: Wheelman,,,,,0.32
Army of Two: The 40th Day,49,11,6,32,0.32
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,,,,,0.32
Street Fighter Alpha 2,,,,,0.32
Persona 4: Dancing All Night,76,51,8.6,83,0.32
"Carnival Games: Monkey See, Monkey Do!",,,,,0.32
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,,,,,0.32
Cartoon Network Collection: Game Boy Advance Video Platinum Edition,,,,,0.32
Ultimate Fighting Championship: Throwdown,68,19,8,8,0.32
Wipeout 2,,,tbd,,0.32
SpongeBob SquarePants: Double Pack,,,,,0.32
Tetris 2 + Bombliss,,,,,0.32
Disney's Extreme Skate Adventure,78,15,8.3,12,0.32
Rock Band Country Track Pack,,,tbd,,0.32
Prey,79,80,7.3,117,0.32
"Ed, Edd n Eddy: Jawbreakers!",,,,,0.32
Dragster,,,,,0.32
Frankenstein's Monster,,,,,0.32
Shaun White Snowboarding,70,5,7.5,4,0.32
Riven: The Sequel to Myst,,,,,0.32
Folklore,75,55,8.2,145,0.32
Derby Stallion DS,,,,,0.32
Murdered: Soul Suspect,59,60,6.9,310,0.32
The Darkness II,79,28,7.6,127,0.32
NBA 2K3,87,15,7.9,9,0.32
Dragon Quest Monsters: Battle Road Victory,,,,,0.32
Shin Momotarou Densetsu,,,,,0.32
From TV Animation One Piece: Grand Battle! 3,,,,,0.32
Sega Smash Pack,60,14,tbd,,0.32
All-Star Baseball 2005,72,13,8.6,21,0.32
The Conveni: Ano Machi wo Dokusen Seyo,,,,,0.32
Shin Super Robot Taisen Special Disk,,,,,0.32
Live A Live,,,,,0.32
NFL Fever 2004,74,29,8.8,16,0.32
Madden NFL 2002,,,tbd,,0.32
Bigfoot: Collision Course,,,tbd,,0.32
FIFA Street 3,63,48,6.9,18,0.32
Cabela's Dangerous Hunts 2011,55,7,tbd,,0.32
UEFA Euro 2008 Austria-Switzerland,,,,,0.32
Test Drive Unlimited,82,69,8,86,0.32
Marvel Nemesis: Rise of the Imperfects,58,15,8.7,30,0.32
The Biggest Loser,63,5,tbd,,0.32
Power Rangers Samurai,,,tbd,,0.32
Kingdom Under Fire: The Crusaders,81,50,7.9,31,0.32
4x4 Evolution,64,11,tbd,,0.32
Clive Barker's Jericho,63,46,7.4,70,0.32
Rise of the Tomb Raider,,,7.5,178,0.32
Momotarou Dentetsu Happy,,,,,0.32
Power Rangers: Time Force,,,,,0.32
Romance of the Three Kingdoms VII,72,10,8.7,11,0.32
Goosebumps HorrorLand,,,tbd,,0.32
Fable III,75,39,5.4,555,0.32
Littlest Pet Shop: City Friends,,,tbd,,0.32
"Monsters, Inc.",52,15,7.2,10,0.32
DJ Hero,87,4,6.4,5,0.32
Lord of Arcana,53,45,5.5,21,0.32
Phineas and Ferb: Across the 2nd Dimension,63,13,6.6,9,0.32
Quiz Magic Academy DS,,,,,0.32
Tekken 6,82,39,8.2,68,0.32
Chicken Blaster,,,tbd,,0.32
Dynasty Warriors 4 Empires,71,29,8.8,19,0.32
Shenmue II,80,31,9.3,96,0.32
Crash of the Titans,65,25,6.3,39,0.32
LEGO Marvel's Avengers,,,5.7,6,0.32
Skylanders SWAP Force,,,5.5,43,0.32
Heart of Darkness,,,,,0.32
Rugby World Cup 2011,50,12,5.6,7,0.32
Virtua Striker 2,,,,,0.32
F1 Race Stars,61,27,5.6,34,0.32
Overlord II,72,42,7.6,24,0.32
WarCraft II: The Dark Saga,,,,,0.31
Shrek the Third,57,8,tbd,,0.31
MonHun Nikki: Poka Poka Ailu Mura G,,,,,0.31
BlazBlue: Continuum Shift,85,32,8.7,26,0.31
MLB 07: The Show,77,30,7.5,17,0.31
Crash Nitro Kart,70,14,8.9,16,0.31
Etrian Odyssey III: The Drowned City,77,23,8,21,0.31
Batman: Arkham Origins,74,17,7.5,1170,0.31
NBA ShootOut,,,,,0.31
Harry Potter and the Half-Blood Prince,64,38,6.8,11,0.31
Jikkyou Powerful Pro Yakyuu 14,,,,,0.31
Fishing Master,58,9,8.1,9,0.31
Madden NFL 2004,70,9,6.6,5,0.31
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,,,,,0.31
Jikkyou Powerful Pro Yakyuu Portable 3,,,,,0.31
Mario Golf,,,,,0.31
Digimon World: Dawn / Dusk,,,,,0.31
Sesame Street: Elmo's Letter Adventure,,,,,0.31
Birthday Party Bash,,,3,4,0.31
NBA Inside Drive 2003,72,21,7.8,12,0.31
FIFA Street,59,29,7.9,52,0.31
Monster Lab,73,11,8.4,14,0.31
Fate/Extra,58,10,8.1,39,0.31
Drakengard 3,61,33,7.7,237,0.31
Catherine,82,39,7.9,153,0.31
J Stars Victory Vs.,,,7.9,11,0.31
Jampack: Summer 2003 (RP-M),,,,,0.31
Alone in the Dark: One-Eyed Jack's Revenge,,,,,0.31
Yu-Gi-Oh! The Dawn of Destiny,,,,,0.31
1001 Touch Games,,,tbd,,0.31
The Matrix: Path of Neo,73,39,7.3,20,0.31
Namco Museum: Virtual Arcade,63,16,tbd,,0.31
Bust-A-Move Universe,49,30,4.8,13,0.31
Mortal Kombat: Shaolin Monks,78,37,6.6,19,0.31
Batman: Arkham Origins,68,5,7.4,127,0.31
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,,,,,0.31
