Name,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Tenka-bito,,,,,0.03
Hot Pixel,55,35,6.5,6,0.03
Doodle Hex,68,14,,,0.03
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,,,,,0.03
Valentino Rossi: The Game,74,5,8.1,7,0.03
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,,,,,0.03
Codename: Panzers Cold War,67,28,5.8,8,0.03
Samurai Spirits: Tenkaichi Kenkakuden,,,,,0.03
Robo Pit,,,,,0.03
Story Hour: Adventures,,,tbd,,0.03
Muv-Luv Alternative: Total Eclipse,,,,,0.03
R-Type III: The Third Lightning,46,11,tbd,,0.03
Star Wars: The Force Unleashed II,59,14,5.8,162,0.03
Heathcliff! The Fast and the Furriest,,,tbd,,0.03
Darius Burst: Chronicle Saviours,,,,,0.03
Blokus Portable: Steambot Championship,51,5,tbd,,0.03
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,,,,,0.03
Hakuouki,,,,,0.03
Atomic Betty,62,10,7.5,6,0.03
"Princess Natasha: Student, Secret Agent, Princess",,,,,0.03
Doom,85,44,8.2,1796,0.03
Robin Hood: Defender of the Crown,57,13,tbd,,0.03
Monster Hunter Frontier Online: Season 10,,,,,0.03
Street Jam Basketball,35,7,8,7,0.03
Armored Core: Last Raven Portable,,,tbd,,0.03
Master of Monsters: Disciples of Gaia,,,,,0.03
SD Gundam: Gashapon Wars,,,,,0.03
Curious George,57,11,tbd,,0.03
Disney's Aladdin,59,17,tbd,,0.03
Virtual Pool: Tournament Edition,62,6,tbd,,0.03
Phantasy Star Online 2: Episode 3 Deluxe Package,,,,,0.03
SimCity,64,75,2.2,4572,0.03
Nippon no Asoko de,,,,,0.03
Harry Potter and the Half-Blood Prince,64,14,6.1,35,0.03
Higurashi no Naku Koro ni Iki,,,,,0.03
Harley-Davidson: Road Trip,,,tbd,,0.03
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,,,,,0.03
MapleStory DS,,,,,0.03
Playmobil Top Agents,,,,,0.03
Doom 3 BFG Edition,59,12,5.3,210,0.03
Pimp My Ride: Street Racing,,,tbd,,0.03
Romance of the Three Kingdoms II,,,,,0.03
Popeye: Rush for Spinach,48,9,4.2,5,0.03
Culdcept,78,26,8.9,9,0.03
Blue Breaker: Ken Yorimo Hohoemi o,,,,,0.03
Bladestorm: Nightmare,,,7.4,5,0.03
BeatMania IIDX 15: DJ Troopers,,,,,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,,,,,0.03
Planet of the Apes,54,6,tbd,,0.03
OZMAFIA!! -vivace-,,,,,0.03
Drake & Josh: Talent Showdown,,,,,0.03
Hissatsu Pachinko Collection 3,,,,,0.03
Real World Golf,74,12,tbd,,0.03
Kung Fu Panda: Showdown of Legendary Legends,,,tbd,,0.03
Oumagatoki: Kaidan Romance,,,,,0.03
GTR Evolution,83,19,8.2,63,0.03
Mahjong Kakutou Club: Zenkoku Taisenban,,,,,0.03
Hayate no Gotoku! Nightmare Paradise,,,,,0.03
Lords of the Fallen,73,36,6.9,583,0.03
NBA 08,75,18,7.5,8,0.03
Sins of a Solar Empire,87,52,8.2,275,0.03
New Tokyo Legacy: Operation Babel,,,,,0.03
The Wolf Among Us,83,5,7.7,88,0.03
HappinessCharge PreCure! Kawarun Collection,,,,,0.03
Nanashi no Game Me,,,,,0.03
NBA 2K13,90,5,6.8,130,0.03
Resident Evil 4,76,15,7.4,242,0.03
DICE: DNA Integrated Cybernetic Enterprises,48,15,tbd,,0.03
007: Quantum of Solace,70,18,6.3,55,0.03
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,,,,,0.03
Megpoid the Music#,,,,,0.03
Batman: A Telltale Game Series,,,4.3,7,0.03
Wallace & Gromit in Project Zoo,,,,,0.03
Boulder Dash: Rocks!,,,,,0.03
Grid Runner,,,,,0.03
Saihai no Yukue,,,,,0.03
Metal Dungeon,44,14,7.2,5,0.03
Drome Racers,54,5,6.6,5,0.03
World of Zoo,,,8.4,11,0.03
Guitar Freaks V & DrumMania V,,,,,0.03
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,,,,,0.03
Royal Palace of White Sword and The City of Gentiles,,,,,0.03
Triple Pack: Xbox Live Arcade Compilation,,,tbd,,0.03
Gekido Advance: Kintaro's Revenge,70,7,7,4,0.03
Dream Pinball 3D,,,tbd,,0.03
Future Tactics: The Uprising,61,24,tbd,,0.03
Winter Sports 3: The Great Tournament,,,,,0.03
Power Poke Dash,,,,,0.03
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,,,,,0.03
Detective Opera: Milky Holmes 2,,,,,0.03
Nisekoi: Yomeiri!?,,,,,0.03
Blaze Union: Story to Reach the Future,,,,,0.03
Barbie and Her Sisters Puppy Rescue,,,tbd,,0.03
Handball 16,,,tbd,,0.03
Commander: Conquest of the Americas,68,16,5.2,19,0.03
World of Tanks,,,5.2,9,0.03
LEGO Pirates of the Caribbean: The Video Game,73,11,6.6,17,0.03
Race Driver 2006,81,16,8.5,6,0.03
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,,,,,0.03
Samurai Warriors: Sanada Maru,,,,,0.03
Buffy the Vampire Slayer: Wrath of the Darkhul King,44,16,8.6,5,0.03
Battlefield 1942: The WW II Anthology,,,,,0.03
Genkai Tokki: Seven Pirates,,,,,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,,,,,0.03
Parfait,,,,,0.03
Mighty No. 9,48,9,4.6,78,0.03
Roadsters,,,tbd,,0.03
Merv Griffin's Crosswords,,,,,0.03
DeathSmiles II,,,,,0.03
The Great Mystery Hidden Object Package 5,,,,,0.03
Kenka Bancho Otome,,,,,0.03
Calcio Bit,,,,,0.03
Star Trek: The Game,,,,,0.03
Whiteout,58,4,tbd,,0.03
Galaxy Angel II: Zettairyouiki no Tobira,,,,,0.03
Kung Fu Panda: Legendary Warriors,73,7,tbd,,0.03
Hyakumanton no Bara Bara,,,,,0.03
Superdimension Neptune vs Sega Hard Girls,73,16,8.4,12,0.03
The Talos Principle,88,31,8.4,124,0.03
Hajime no Ippo: The Fighting,,,,,0.03
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,,,,,0.03
Spectral Souls: Resurrection of the Ethereal Empires,47,27,8.2,12,0.03
Syberia II,71,7,8.7,6,0.03
Motor Trend presents Lotus Challenge,61,9,tbd,,0.03
Braid,90,11,8.6,819,0.03
Gudetama: Hanjuku de Tanomuwa,,,,,0.03
LEGO Legends of Chima: Laval's Journey,,,tbd,,0.03
Bleach DS 4th: Flame Bringer,,,,,0.03
Syberia,82,26,8.5,235,0.03
Pacific Liberator,,,tbd,,0.03
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,,,,,0.03
The King of Fighters Portable '94~'98: Chapter of Orochi,,,,,0.03
Puzzle Challenge: Crosswords and More!,,,,,0.03
Turn It Around,39,11,4.5,4,0.03
Nisenochigiri: Omoide no Saki e,,,,,0.03
Jack Keane,69,25,7,21,0.03
Girls Only,,,,,0.03
Monsters vs. Aliens,63,8,6.2,5,0.03
In Cold Blood,,,,,0.03
Fireblade,,,tbd,,0.03
Kamigami no Asobi,,,,,0.03
Harukanaru Toki no Naka de 6,,,,,0.03
Kong: King of Atlantis,,,tbd,,0.03
Kidou Senshi V Gundam,,,,,0.03
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,,,,,0.03
Wrestle Angels: Survivor 2,,,,,0.03
Onechanbara Z Kagura,,,,,0.03
Ride,68,8,4.8,30,0.03
The King of Fighters 02/03,76,23,tbd,,0.03
ESPN Winter X Games: Snowboarding 2002,71,8,tbd,,0.03
Mega Minis Volume 2,,,,,0.03
Safari Adventures: Africa,,,tbd,,0.03
Tsuku Monogatari,,,,,0.03
Vitamin Z,,,,,0.03
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,,,,,0.03
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,,,,,0.03
Battle vs. Chess,69,5,5.9,12,0.03
Harukanaru Toki no Naka de 5: Kazahanaki,,,,,0.03
The Island of Dr. Frankenstein,26,6,tbd,,0.03
Tom and Jerry in War of the Whiskers,,,,,0.03
Nobunaga no Yabou DS 2,,,,,0.03
The IdolM@ster: Gravure For You! Vol. 6,,,,,0.03
Metal Saga: Hagane no Kisetsu,,,,,0.03
Animaniacs: The Great Edgar Hunt,65,14,tbd,,0.03
SingStar Fussballhits,,,,,0.03
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,,,,,0.03
Dream Club Zero Portable,,,,,0.03
LEGO Harry Potter: Years 1-4,79,15,7.9,55,0.03
Samurai Warriors 2,,,,,0.03
Bus Simulator 16,46,8,6.1,18,0.03
Mystery Trackers: The Void,,,tbd,,0.03
Diabolik Lovers: Lunatic Parade,,,,,0.03
Battle Arena Toshinden URA,,,,,0.03
The Croods: Prehistoric Party!,,,,,0.03
Betty Boop's Double Shift,,,tbd,,0.03
Battle vs. Chess,,,,,0.03
Biohazard: Revival Selection,,,,,0.03
Cabela's Big Game Hunter: Pro Hunts,,,7.3,4,0.03
Labyrinth Cross Blood: Infinity,,,,,0.03
Super Duper Sumos,57,5,tbd,,0.03
UK Truck Simulator,,,,,0.03
CID The Dummy,41,6,tbd,,0.03
MechAssault: Phantom War,66,16,4.5,4,0.03
Loading Human,,,,,0.03
The Settlers II 10th Anniversary,,,,,0.03
The Last Guy,77,33,6.9,30,0.03
Disney Sports Soccer,68,5,tbd,,0.03
Kangokutou Mary Skelter,,,,,0.03
101-in-1 Sports Party Megamix,41,7,tbd,,0.03
Akane Iro ni Somaru Saka Parallel,,,,,0.03
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,,,,,0.03
Monster Hunter Frontier Online: Forward 1,,,,,0.03
SingStar Chartbreaker,,,,,0.03
Botanicula,82,38,8.3,341,0.03
D1 Professional Drift Grand Prix Series,45,14,tbd,,0.03
Max Payne,78,33,7.8,13,0.03
Timeshock! Pro Pinball,,,,,0.03
Little Bears,,,tbd,,0.03
Starry ? Sky: In Winter,,,,,0.03
Rush Hour,,,,,0.03
Pro Cast Sports Fishing,49,12,tbd,,0.03
Gintama: Banji Oku Chuubu!,,,,,0.03
Pro Evolution Soccer 2012,,,,,0.03
Saka Agari Hurricane Portable,,,,,0.03
Negima!? Dream Tactic Yumemiru Otome Princess,,,,,0.03
Rugby League Live,,,,,0.03
Star Trek: Tactical Assault,64,15,7.9,10,0.03
Cossacks: European Wars,74,16,8.6,60,0.03
Yuusha Shisu.,,,,,0.03
MX vs. ATV Supercross,58,4,3.5,4,0.03
Dakar 2: The World's Ultimate Rally,,,,,0.03
Sengoku Basara: Sanada Yukimura-Den,,,,,0.03
Kisuato,,,,,0.03
NBA 2K7,83,8,8.6,5,0.03
Auto Modellista,62,7,tbd,,0.03
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",,,,,0.03
1000 Cooking Recipes from ELLE à table,,,,,0.03
Greg Hastings' Tournament Paintball Max'd,,,tbd,,0.03
Dave Mirra Freestyle BMX 3,78,15,tbd,,0.03
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,,,,,0.03
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,,,,,0.03
XBLAZE Code: Embryo,43,5,7.4,24,0.03
Eco Creatures: Save The Forest,55,13,tbd,,0.03
Frogger: Ancient Shadow,47,11,tbd,,0.03
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,,,,,0.03
Dragon Tamer: Sound Spirit,,,,,0.03
Dream Girl Premier,,,,,0.03
Kiniro no Corda 2 f Encore,,,,,0.03
La Pucelle: Ragnarok,,,,,0.03
Darius II,,,,,0.03
Bleach: Soul Carnival 2,,,,,0.03
ParaParaParadise,,,,,0.03
Warhammer: Mark of Chaos,73,32,7.4,57,0.03
Tiger & Bunny: On-Air Jack!,,,,,0.03
Eureka Seven AO: Jungfrau no Hanabanatachi,,,,,0.03
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,,,,,0.03
Warship Gunner 2,62,13,8.5,11,0.03
Putty Squad,,,8.2,6,0.03
Gotcha Force,56,24,8.2,17,0.03
Driver: Parallel Lines,59,9,6,20,0.03
Battlefield Vietnam,84,48,7.5,133,0.03
Rugby League Live,,,,,0.03
Secret Files 2: Puritas Cordis,70,6,tbd,,0.03
The Perfect Golf,,,,,0.03
Wrestle Kingdom,,,,,0.03
Demon Driver: Time to Burn Rubber!,,,,,0.03
Dead Rising 2,82,4,6.6,8,0.03
Mojo!,,,,,0.03
Age of Conan: Rise of the Godslayer,83,14,8.4,52,0.03
Infinite Stratos 2: Ignition Hearts,,,,,0.03
Young Justice: Legacy,,,,,0.03
Steins,0.03,,,,0
The Peanuts Movie: Snoopy's Grand Adventure,,,8.8,4,0.03
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,,,,,0.03
Totally Spies! Totally Party,,,,,0.03
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,,,,,0.03
Buffy the Vampire Slayer: Chaos Bleeds,75,18,9,9,0.03
Brothers Conflict: Passion Pink,,,,,0.03
Clannad,,,,,0.03
Kuryuu Youma Gakuenki Recharge,,,,,0.03
Jet Grind Radio,74,22,9.3,6,0.03
Rugby Challenge 3,,,tbd,,0.03
Prince of Persia (2008),,,,,0.03
My Frogger: Toy Trials,66,10,tbd,,0.03
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,,,,,0.03
Max Payne 2: The Fall of Max Payne,86,46,9,802,0.03
Magicka,74,44,7.6,602,0.03
Schlag den Raab,,,,,0.03
Baldur's Gate: Dark Alliance,76,17,6.5,11,0.03
The Adventures of Lomax,,,,,0.03
Under the Skin,55,30,tbd,,0.03
Emily Archer and the Curse of Tutankhamun,,,,,0.03
Kabu Trader Shun,,,,,0.03
Hermie Hopperhead: Scrap Panic,,,,,0.03
Poy Poy,,,,,0.03
NHL 07,75,14,7.7,6,0.03
MX vs. ATV Supercross Encore,45,4,tbd,,0.03
AMNESIA World,,,,,0.03
DrumMania 7th Mix,,,,,0.03
Runabout 3: Neo Age,,,,,0.03
The Technomancer,68,12,7.4,55,0.03
Resident Evil 5 HD,,,,,0.03
Aegis of Earth: Protonovus Assault,,,8.3,8,0.03
Teddy Together,,,tbd,,0.03
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,,,,,0.03
Guild Wars: Nightfall,84,30,8.7,104,0.03
NatGeo Challenge! Wild Life,,,,,0.03
Archer Maclean Presents: Pool Paradise,,,,,0.03
Sengoku Efuda Yuugi: Hototogisu Tairan,,,,,0.03
Battlezone,57,13,tbd,,0.03
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,,,,,0.03
Medal of Honor: Vanguard,63,29,6.1,34,0.03
Touch Shot! Love Application,,,,,0.03
Nanotek Warrior,,,,,0.03
Galileo,,,,,0.03
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,,,,,0.03
Cake Mania: Baker's Challenge,,,tbd,,0.03
Super Monkey Ball Adventure,53,32,6.7,10,0.03
Captain Tsubasa J: The Way to World Youth,,,,,0.03
Madden NFL 07,68,4,9.3,4,0.03
One Piece: Daikaizoku Coliseum,,,,,0.03
Renegade Racers,,,,,0.03
The Legend of Korra (3DS),,,,,0.03
MySims,70,12,6.4,8,0.03
The Sims 2: Bon Voyage,74,9,7.3,24,0.03
AniMates!,33,4,2.5,4,0.03
Franklin the Turtle,,,,,0.03
Senran Kagura: Bon Appétit!,,,,,0.03
Star Wars The Clone Wars: Republic Heroes,46,9,4.7,46,0.03
The Peanuts Movie: Snoopy's Grand Adventure,59,4,6.6,19,0.03
My Ballet Studio,,,tbd,,0.03
Backyard NFL Football,,,,,0.03
Aegis of Earth: Protonovus Assault,57,11,7.8,9,0.03
Gauntlet / Rampart,,,tbd,,0.03
Bully: Scholarship Edition,72,11,7.5,257,0.03
River King: Wonderful Journey,,,,,0.03
Sengoku Otome: Legend Battle,,,,,0.03
RollerCoaster Tycoon 2: Triple Thrill Pack,,,3.2,26,0.03
Justice League Heroes: The Flash,72,8,7.4,7,0.03
Pop Cutie! Street Fashion Simulation (JP sales),,,,,0.03
Harvest Moon: Skytree Village,,,7.4,7,0.03
Age of Empires III: Gold Edition,,,7.8,6,0.03
Bae Yong-joon to Manabu Kankokugo DS,,,,,0.03
World War II Combat: Road To Berlin,,,1.2,5,0.03
Metal Saga,62,26,7.3,9,0.03
Divinity II: Flames of Vengeance,72,4,8.3,15,0.03
CID The Dummy,31,7,tbd,,0.03
Battlefield 2142,80,48,6.8,326,0.03
Imagine: Sweet 16,,,tbd,,0.03
Last Escort 2: Shinya no Amai Toge,,,,,0.03
Pop'n Music 13 Carnival,,,,,0.03
Air Conflicts: Secret Wars,65,5,6.4,24,0.03
Bookworm,62,5,,,0.03
Monster Mayhem: Build and Battle,,,tbd,,0.03
Tokushu Houdoubu,,,,,0.03
My DoItAll,60,4,tbd,,0.03
Shakugan no Shana,,,,,0.03
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,,,,,0.03
Lost Planet 2,63,15,6.3,87,0.03
Kawasaki Snowmobiles,,,2,6,0.03
X3: Terran Conflict,73,16,7.9,222,0.03
The King of Fighters: Maximum Impact - Maniax,,,,,0.03
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,,,,,0.03
HotBrain,,,,,0.03
Hankou Shashin,,,,,0.03
Little Busters! Converted Edition,,,,,0.03
Open Season,57,6,tbd,,0.03
Pro Yakyuu Family Stadium,,,,,0.03
Marker Man Adventures,,,tbd,,0.03
Monster Hunter Frontier Online: Forward 2,,,,,0.03
Agatha Christie's The ABC Murders,67,17,6.2,12,0.03
Moyashimon DS,,,,,0.03
Ocean Commander,,,tbd,,0.03
Let's Play Ballerina,,,tbd,,0.03
Atari Flashback Classics: Volume 1,,,tbd,,0.03
A Ressha de Gyoukou 2001,,,,,0.03
Starry ? Sky: In Autumn,,,,,0.03
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,,,,,0.03
Pitball,,,,,0.03
D.C. III: Da Capo III,,,,,0.03
Combat Wings: The Great Battles of WWII,,,,,0.03
Judge Dredd: Dredd Vs Death,52,13,5.3,9,0.03
Ducati Moto,69,4,tbd,,0.03
Drome Racers,73,9,tbd,,0.03
SWAT 4,85,49,8.6,224,0.03
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,,,,,0.03
Heroes of Hellas 2: Olympia,,,,,0.03
X-Men Origins: Wolverine - Uncaged Edition,,,,,0.03
Battlefield 1942,89,27,8.6,327,0.03
Tenkaichi * Sengoku Lovers,,,,,0.03
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,,,,,0.03
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,,,,,0.03
Bode Miller Alpine Skiing,,,6.6,5,0.03
Magicka Collection,,,7.5,6,0.03
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,,,,,0.03
R-Type Delta,,,,,0.03
Petz: Catz Playground,,,tbd,,0.03
Senjou no Waltz,,,,,0.03
Angelique: Maren no Rokukishi,,,,,0.03
Secrets of the Titanic,,,,,0.03
Captain Morgane and the Golden Turtle,54,6,6.2,11,0.03
Napoleon Dynamite: The Game,45,9,7.3,4,0.03
Soul Eater: Battle Resonance,,,,,0.03
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,,,,,0.03
The Great Battle Gaiden 2: Matsuri da Wasshoi,,,,,0.03
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,,,,,0.03
Rock 'N' Roll Adventures,,,tbd,,0.03
War Gods,,,,,0.03
Monster Mayhem: Build and Battle,,,tbd,,0.03
BlazBlue: Chrono Phantasma Extend,,,6.8,13,0.03
Legend of Kay Anniversary,62,22,6.4,11,0.03
Evangelion: Jo,,,,,0.03
Duke Nukem 3D: 20th Anniversary World Tour,70,4,tbd,,0.03
 Beyblade Burst,,,,,0.03
Dungeon Siege II,80,51,7.9,159,0.03
Doki Oki,,,,,0.03
Gakuen Alice: WakuWaku * Happy Friends,,,,,0.03
Battlestations: Pacific,74,31,8.4,46,0.03
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,,,,,0.03
Konohana 2: Todoke Kanai Requiem,,,,,0.03
Derby Time 2006,,,,,0.03
I Heart Geeks,,,,,0.03
The Legend of Heroes: Trails in the Sky Third Chapter,,,,,0.02
Let's Dance with Mel B,,,,,0.02
Jewel Quest 5: The Sleepless Star,,,,,0.02
MAPLUS: Portable Navi 3,,,,,0.02
Neverwinter Nights Diamond,,,8.2,11,0.02
DEATH NOTE: L o Tsugu Mono,,,,,0.02
ZooCube,67,15,6.1,7,0.02
GRID Autosport,78,35,6.2,257,0.02
Spy Hunter / Super Sprint,,,,,0.02
Demon Gaze 2,,,,,0.02
Clover no Kuni no Alice: Wonderful Wonder World,,,,,0.02
Otometeki Koi Kakumei * Love Revo! Portable,,,,,0.02
Room Zoom: Race for Impact,,,,,0.02
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,,,,,0.02
Tube Slider,62,21,tbd,,0.02
America Oudan Ultra-Quiz,,,,,0.02
DoDonPachi Dai-Oujou: Black Label Extra,,,,,0.02
Shinseiki Evangelion: Battle Orchestra,,,,,0.02
Let's Play Garden,,,tbd,,0.02
My Animal Centre,,,,,0.02
Blade Arcus from Shining EX,,,,,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,,,,,0.02
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,,,,,0.02
Battlefield 2: Modern Combat(JP sales),,,,,0.02
Petz: Dolphinz Encounter,,,tbd,,0.02
The Lord of the Rings: Conquest,57,24,6.7,42,0.02
The Idolmaster: Gravure For You! Vol.7,,,,,0.02
Monster High: New Ghoul in School,,,tbd,,0.02
Stake: Fortune Fighters,26,8,3.7,6,0.02
Assault Suit Leynos,67,8,tbd,,0.02
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,,,,,0.02
Serious Sam Advance,51,9,7.2,10,0.02
Pop'n Music 12 Iroha,,,,,0.02
Foto Showdown,,,tbd,,0.02
Juusanshi Engi Engetsu Sangokuden 2,,,,,0.02
Turbo: Super Stunt Squad,,,3.9,8,0.02
BeatMania IIDX 11: IIDX Red,,,,,0.02
Disney Planes Fire & Rescue,,,,,0.02
Let's Dance with Mel B,,,tbd,,0.02
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,,,,,0.02
Road Trip: The Arcade Edition,,,tbd,,0.02
Alien Breed Trilogy,,,,,0.02
No More Heroes: Heroes' Paradise,,,,,0.02
Virtua Tennis: World Tour (jp sales),,,,,0.02
Captain Morgane and the Golden Turtle,,,tbd,,0.02
Cold War,60,25,8,4,0.02
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,,,,,0.02
Steel Battalion: Line of Contact,70,19,8,8,0.02
Reco Love: Blue Ocean,,,,,0.02
Ken to Mahou to Gakuen Mono. 2G,,,,,0.02
NBA Starting Five,48,4,5.5,4,0.02
Kami Naru Kimi to,,,,,0.02
Spy Hunter: Nowhere To Run,51,21,6,6,0.02
Ikki Tousen: Eloquent Fist,,,,,0.02
Final Fantasy XIV: Heavensward,86,14,7.7,255,0.02
Omega Quintet,58,22,7.1,81,0.02
Disney's Magical Quest 3 Starring Mickey and Donald,58,7,tbd,,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,,,,,0.02
Carmen Sandiego: The Secret of the Stolen Drums,53,7,tbd,,0.02
Strike Witches 2: Iyasu Naosu Punipunisuru,,,,,0.02
Final Fantasy XIV: Heavensward,,,8.2,72,0.02
Diabolik Lovers: Vandead Carnival,,,,,0.02
"Ed, Edd n Eddy: The Mis-Edventures",56,6,7.7,6,0.02
Bunmei Haruka: Aoiza Ibunroku,,,,,0.02
Atari Flashback Classics: Volume 2,,,tbd,,0.02
Vantage Master Portable,,,,,0.02
Viva Pinata,78,20,7.8,20,0.02
Lilpri DS: Hime-Chen! Apple Pink,,,,,0.02
Moto Racer DS,73,6,tbd,,0.02
Neverwinter Nights 2,82,46,6.5,565,0.02
O.M.G. 26 - Our Mini Games,,,,,0.02
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",,,,,0.02
PopCap Hits! Vol 2,,,,,0.02
Star Wars: Empire at War - Forces of Corruption,75,25,8.6,79,0.02
Jurassic Park: Operation Genesis,72,15,8.7,55,0.02
Warhammer Online: Age of Reckoning,86,54,7.9,374,0.02
Ty the Tasmanian Tiger 3: Night of the Quinkan,66,13,tbd,,0.02
Total Overdose: A Gunslinger's Tale in Mexico,71,28,9.2,27,0.02
Bomberman Fantasy Race,,,,,0.02
AMF Xtreme Bowling,30,4,4.2,5,0.02
Carnage Heart EXA,,,tbd,,0.02
Worms,76,9,6.9,18,0.02
Capcom Digital Collection,65,11,5.3,4,0.02
Colin McRae Rally 2.0,80,8,tbd,,0.02
Bust-A-Move,,,,,0.02
Bugriders: The Race of Kings,,,,,0.02
The Settlers: Rise of an Empire,66,19,7.7,44,0.02
Payout Poker & Casino,,,,,0.02
Sheep,71,6,tbd,,0.02
Wii de Asobu: Metroid Prime,,,,,0.02
Tank Beat,40,12,5.4,8,0.02
Wangan Midnight Portable,,,,,0.02
Who Wants to be a Millionaire: 2nd Edition,,,,,0.02
Rugby League Live 3,,,7.6,7,0.02
Cross Ange: Tenshi to Ryuu no Rondo tr.,,,,,0.02
Tropico Reloaded,,,tbd,,0.02
Canvas 2,,,,,0.02
Pony Luv,,,tbd,,0.02
Memories Off: Sorekara Again,,,,,0.02
11eyes: CrossOver,,,,,0.02
ParaWorld,71,29,8.3,23,0.02
Chuck E. Cheese's Sports Games,,,tbd,,0.02
Puppet Show 3: Lost Town,,,,,0.02
Stronghold 2 Deluxe,,,,,0.02
AirForce Delta Storm,71,6,tbd,,0.02
Winning Post 8 2015,,,,,0.02
Peter Pan in Disney's Return to Never Land,,,,,0.02
Xenosaga I·II,,,,,0.02
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,,,,,0.02
La Corda d'Oro 4,,,,,0.02
Kuusen II,,,,,0.02
Cross Channel: In Memory of All People,,,,,0.02
Ghost Pirates of Vooju Island,66,14,tbd,,0.02
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,,,,,0.02
Future Tactics: The Uprising,63,19,tbd,,0.02
Are You Alice?,,,,,0.02
Bella Sara 2 - The Magic of Drasilmare,,,,,0.02
Dance Dance Revolution: Hottest Party 5,,,,,0.02
Rengoku II:  The Stairway To H.E.A.V.E.N.,51,24,7.6,14,0.02
Kensei: Sacred Fist,,,,,0.02
Okashi na Shima no Peter Pan: Sweet Never Land,,,,,0.02
Backyard NFL Football,,,,,0.02
Urakata Hakuoki,,,,,0.02
Here They Lie,62,31,6.5,36,0.02
George of the Jungle and the Search for the Secret,35,10,4,6,0.02
Gift: Prism,,,,,0.02
Rugby League Live 3,,,7,4,0.02
Legacy of Ys: Books I & II,,,,,0.02
Shanghai: True Valor,,,,,0.02
Supermodel Makeover by Lauren Luke,,,,,0.02
Pharaoh,,,8.6,45,0.02
Major Dream: Major DS Dream Baseball,,,,,0.02
Steins,0.02,,,,0
Escape the Emerald Star,,,tbd,,0.02
