3494,63,1,2728,1935,1,20000
4307,50,1,1800,1986,1,20000
5032,43,1,1800,1905,1,21644
11633,25,1,1552,1920,1,24000
405,5,1,3750,2006,4,25000
4875,55,1,2160,1940,1,25000
10879,11,1,2010,1930,1,25000
9157,37,1,1560,1920,1,25000
15529,42,1,12150,1970,4,25100
1961,16,1,4910,1899,1,30000
12649,50,1,1909,1925,1,30000
1382,20,1,1544,1935,1,30000
1167,9,1,2200,1950,1,35000
4987,127,1,1734,1925,1,38350
11061,32,1,2289,1920,1,40000
5245,14,1,3780,1991,4,43000
4734,12,1,1799,1940,1,48550
1248,34,1,2576,1901,1,50000
12576,19,1,2140,1975,1,50000
2996,90,1,1600,1991,1,50000
15967,20,1,1960,1920,1,55000
1961,16,1,4910,1899,1,60000
13317,34,1,1534,1935,1,67451
4734,35,1,2430,1930,1,68571
5623,20,1,1562,1945,1,68750
7105,679,1,2400,2006,4,69300
5290,41,1,1680,1997,1,70000
2060,38,1,4730,1901,1,72500
10979,37,1,1530,1925,1,75000
2370,19,1,1536,1925,1,76728
1961,16,1,4910,1899,1,80000
22,89,1,2530,1925,1,80000
4734,35,1,2430,1930,1,80000
2307,28,1,1848,1901,1,80000
8967,1,1,1564,1915,1,80000
742,65,1,1564,1940,1,82358
10940,124,1,1916,1930,1,90000
4734,12,1,1799,1940,1,95000
1023,8,1,4000,1945,4,100000
7083,29,1,3330,1945,1,100000
1248,34,1,2576,1901,1,100000
1023,13,1,2560,1931,4,100000
4944,60,1,2100,1981,4,100000
5281,16,1,1836,1925,1,100000
10744,43,1,1650,1920,1,100000
10373,24,1,1648,1925,1,100000
12760,110,1,1506,1945,1,100000
949,326,1,2266,1975,1,104500
5246,22,1,9000,1985,4,107000
14181,57,1,1968,1930,1,109821
4677,81,1,1832,1920,1,110000
7761,67,1,1705,1925,1,110000
7985,17,1,1606,1925,1,110000
15703,74,1,2093,1960,1,120000
1126,53,1,2035,1955,1,120000
14198,47,1,2372,1920,1,122000
1123,13,1,1692,2006,1,122000
5275,5,1,2360,1930,4,125000
6956,70,1,1502,1980,1,125000
2461,14,1,2035,1950,1,126010
3043,55,1,2047,1901,1,127000
1123,12,1,1692,2006,1,130000
3911,56,1,1650,1910,1,134000
4875,55,1,2160,1940,1,140000
10577,43,1,1850,1925,1,140000
8217,129,1,1812,1930,1,140000
8900,12,1,1680,2004,1,140000
3030,65,1,1587,1899,1,140000
12189,60,1,1568,1920,1,140000
3845,24,1,1517,1920,1,141000
11398,4,1,1712,1920,1,142500
11398,4,1,1712,1920,1,142500
10248,91,1,1656,1920,1,142500
10957,471,1,1980,1925,1,145000
1213,84,1,1700,1992,4,145000
10246,126,1,1586,1930,1,145000
5491,43,1,2243,1925,1,146666
5491,43,1,2243,1925,1,146667
6207,14,1,1632,1940,1,150000
220,7,1,1631,1915,1,150000
15661,23,1,1616,1920,1,150000
10070,117,1,1520,1925,1,150000
6855,18,1,1629,1920,1,152000
7008,43,1,1520,1985,1,155000
15312,1,1,1520,1920,1,155000
4428,32,1,2369,1920,1,157656
10603,53,1,1650,1920,1,158753
11061,32,1,2289,1920,1,160000
4087,68,1,2250,1979,1,160000
3390,19,1,1800,1920,1,160000
15654,9,1,1600,1930,1,160000
7734,57,1,1524,1940,1,160000
5406,6,1,1932,1925,1,168421
3429,414,1,2120,1945,1,170000
4750,1,1,1782,1950,1,170000
10768,14,1,1568,1920,1,170000
3927,55,1,1560,1910,1,170000
15772,98,1,2594,1920,1,172200
4394,30,1,1863,1945,1,172380
4583,28,1,2570,1990,1,172500
4990,62,1,2240,1960,1,174300
12799,1,1,2286,1950,1,175000
7400,15,1,2001,1965,1,175000
5468,40,1,1880,1970,1,175000
7816,36,1,1710,1930,1,175000
4154,14,1,1644,1899,1,175000
12006,12,1,1576,1930,1,175000
164,98,1,1556,1930,1,175000
2779,26,1,1920,1920,4,178000
1215,86,1,1568,1920,1,178448
4745,7,1,1863,1950,1,180000
3224,40,1,1728,1920,1,180000
61,24,1,1728,1925,1,180000
542,24,1,1544,1920,1,180000
4719,61,1,1536,1910,1,180000
16026,14,1,1530,1960,1,180000
5577,35,1,1526,1945,1,182500
4968,9,1,1548,1920,1,185000
2728,45,1,1842,1901,1,187354
10405,52,1,1570,1935,1,189000
4706,58,1,2000,1955,1,190000
11045,108,1,1634,1945,1,190000
10938,46,1,1773,1930,1,191000
10947,51,1,1584,1920,1,193400
4435,48,1,1788,1910,1,195000
11088,40,1,1568,1930,1,197500
2958,9,1,2208,1920,1,199915
1389,133,1,6282,1901,1,200000
1001,42,1,2990,1935,4,200000
5362,65,1,2196,1965,1,200000
5102,120,1,2132,1920,1,200000
4944,60,1,2100,1981,4,200000
187,24,1,1849,1899,1,200000
4130,17,1,1800,1920,1,200000
10438,31,1,1632,1930,1,200000
10613,26,1,1548,1920,1,200000
3460,5,1,2200,1930,1,202500
11012,35,1,1540,1945,1,204250
6828,36,1,2364,2004,1,205000
6828,36,1,2364,2004,1,205000
12405,157,1,1764,1920,1,205000
4696,54,1,1800,1945,1,208000
12855,119,1,2984,1950,1,209100
3964,30,1,2500,1930,4,210000
5195,78,1,1876,1899,1,210000
4056,47,1,1528,1960,1,210000
11068,87,1,1568,1920,1,214000
10930,89,1,2844,1935,1,215000
4772,2,1,2472,1930,1,215000
7342,1,1,1976,1940,1,215000
10892,7,1,1997,1925,1,216000
10551,53,1,1800,1940,1,217000
4750,36,1,1890,1950,1,217500
1230,13,1,1800,1931,4,220000
4691,1,1,1690,1945,1,220000
12050,206,1,1552,1925,1,220500
2174,32,1,2090,1940,1,222500
10894,23,1,1800,1935,1,223250
6491,207,1,139557,2013,4,225000
13146,124,1,4961,1935,1,225000
4162,13,1,1811,1930,4,225000
11136,48,1,1720,1930,1,225000
4568,11,1,1716,1975,1,225000
4650,76,1,1648,1920,1,225000
12381,55,1,1618,1930,1,225000
4580,36,1,1576,1950,1,227000
15699,47,1,2556,1920,1,228000
10569,16,1,1730,1925,1,228000
6322,34,1,1568,1925,1,228000
4634,69,1,1727,1935,1,228603
5735,337,1,1991,2011,1,229369
3228,52,1,2762,1910,1,230000
8736,6,1,1968,1950,1,230000
5331,34,1,1796,1920,1,230000
11168,48,1,1746,1930,1,230000
1254,168,1,1532,2004,1,230000
5665,8,1,1512,1980,1,230000
5259,32,1,2145,1932,1,231000
12366,19,1,1655,1945,1,232000
1034,42,1,1608,1899,1,232750
5204,38,1,3744,1910,1,233220
2861,56,1,1816,1989,1,235000
12903,73,1,1542,1935,1,235000
1560,11,1,1625,1910,1,235800
1252,77,1,1950,2001,1,236250
16052,52,1,1800,2005,1,236668
5044,41,1,1813,1960,1,236775
7022,24,1,2770,1925,1,240000
12778,129,1,1836,1950,1,240000
12485,70,1,1804,1940,1,240000
10911,20,1,1752,1925,1,240000
12458,361,1,1586,1945,1,240000
10979,37,1,1530,1925,1,240000
1074,43,1,1598,1915,1,240500
2925,177,1,1701,1992,1,241819
3217,41,1,1503,1920,1,242000
3290,19,1,1736,1910,1,242050
2610,242,1,9900,1963,4,242343
4962,67,1,1512,1939,1,243360
3806,125,1,1575,1999,1,244291
11247,44,1,1665,1930,1,244500
12348,101,1,2024,1925,1,245000
7084,63,1,1870,1993,1,245000
4781,35,1,1674,1955,1,245000
4960,63,1,1654,1920,1,245000
11005,79,1,1620,1920,1,245000
4749,15,1,1714,1955,1,247000
12020,23,1,1552,1930,1,248533
3023,55,1,1922,1920,1,249000
10929,27,1,2676,1920,1,250000
12957,163,1,2200,1935,1,250000
2691,77,1,2049,1910,4,250000
10879,11,1,2010,1930,1,250000
67,15,1,2008,1930,1,250000
10930,87,1,2000,2001,1,250000
2410,29,1,1984,1899,1,250000
2722,121,1,1980,1987,1,250000
10911,3,1,1838,1930,1,250000
7066,165,1,1825,1992,1,250000
4434,138,1,1820,1950,1,250000
2907,17,1,1720,1986,1,250000
4981,2,1,1690,1960,1,250000
7825,58,1,1664,1925,1,250000
8839,35,1,1650,1910,1,250000
15835,67,1,1640,1920,1,250000
7985,45,1,1606,1925,1,250000
4297,77,1,1580,1899,1,250000
10664,6,1,1568,1930,1,250000
10304,80,1,1550,1955,1,250000
4579,46,1,1536,1998,1,250000
4686,27,1,1534,1945,1,250000
15658,39,1,1800,1915,1,253764
3112,2,1,1690,2006,1,254100
7075,125,1,1870,1993,1,255000
3721,3,1,1510,1950,1,257500
1190,42,1,2809,1899,1,260000
10429,299,1,2430,1925,1,260000
7891,42,1,2420,1930,1,260000
6999,22,1,2280,1960,1,260000
15954,18,1,1600,2003,1,260000
10483,14,1,1588,1920,1,260000
1225,4,1,1580,1899,1,260000
11675,3,1,1539,1925,1,260000
12216,44,1,1809,1970,1,261975
16207,44,1,2140,1930,1,263000
4850,3,1,1812,2005,1,265000
1680,305,1,1595,1988,1,265000
7813,43,1,1560,1901,1,265000
10846,26,1,1728,1935,1,267750
1065,144,1,1750,2005,1,267800
15526,48,1,2368,1920,1,268414
3284,27,1,2568,1910,1,269000
5376,26,1,1992,1920,1,269000
12461,1,1,1812,1925,1,269000
2230,15,1,2153,1920,1,270000
7616,125,1,1922,1925,1,270000
3821,45,1,1764,1920,1,270000
8914,33,1,1691,1901,1,270000
4774,30,1,1690,1950,1,270000
5022,37,1,1585,1960,1,270000
1188,164,1,1516,1990,1,270000
10408,21,1,1514,1920,1,270000
5740,120,1,1510,2000,1,270000
2972,75,1,1960,1910,4,270738
13207,44,1,1616,1950,1,270750
4750,34,1,1539,1950,1,271000
1032,8,1,1533,1899,1,274000
3145,34,1,1526,1901,1,274794
1248,34,1,2576,1901,1,275000
10368,45,1,2334,1925,1,275000
2281,67,1,2250,1910,4,275000
4630,4,1,1925,1935,1,275000
1692,22,1,1858,1910,1,275000
10003,93,1,1845,1920,1,275000
12193,10,1,1748,1920,1,275000
3809,3,1,1645,1935,1,275000
3801,80,1,1585,1955,1,275000
10417,20,1,1508,1930,1,275000
8914,564,1,1738,1925,1,275806
11218,86,1,1900,1930,1,278500
9752,10,1,1962,1935,1,280000
10939,53,1,1896,1930,1,280000
4617,1,1,1728,1955,1,280000
4192,30,1,1704,1899,1,280000
13079,6,1,1656,1920,1,280000
3515,13,1,1640,1987,1,280878
3509,50,1,1594,1965,1,283000
2979,4,1,3500,1925,4,285000
140,3,1,1700,1940,1,285000
6018,22,1,1562,1973,1,285000
4320,23,1,1560,1920,1,285000
11975,20,1,1536,1920,1,285000
5248,15,1,1508,1935,1,286667
10977,12,1,1632,1930,1,288990
11125,42,1,1568,1920,1,289000
195,27,1,2820,1940,4,290000
1237,103,1,2366,1899,1,290000
5355,36,1,1820,1960,1,290000
10952,21,1,1819,1930,1,290000
2839,165,1,1780,1899,1,290000
7085,118,1,1720,1992,1,290000
2869,93,1,1624,1965,1,290000
12226,53,1,1581,1965,1,290000
11021,58,1,1620,1940,1,290260
4734,110,1,1782,1955,1,293944
5535,78,1,1908,1950,1,295000
8447,5,1,2448,2001,1,297000
5306,153,1,1620,1910,1,299250
3280,52,1,9000,1931,4,300000
10259,51,1,2900,2012,1,300000
1101,61,1,2665,1918,4,300000
279,78,1,2576,1901,1,300000
7176,33,1,2475,1925,1,300000
35,85,1,2400,1930,1,300000
14086,156,1,2327,1970,1,300000
8032,1,1,2188,1950,1,300000
690,65,1,2110,1965,1,300000
11334,44,1,2100,1954,1,300000
12915,56,1,2009,1940,1,300000
5595,14,1,1998,1960,1,300000
12749,85,1,1944,1965,1,300000
1747,31,1,1928,1925,1,300000
4231,129,1,1836,1950,1,300000
4833,36,1,1828,1920,1,300000
6169,19,1,1824,1913,4,300000
7781,19,1,1800,1960,4,300000
4743,29,1,1782,1950,1,300000
12396,65,1,1764,1935,1,300000
12396,103,1,1764,1935,1,300000
12217,30,1,1712,1910,1,300000
5447,40,1,1690,1990,1,300000
8483,7,1,1600,1940,1,300000
5600,9,1,1596,1965,1,300000
2224,9,1,1584,1975,1,300000
4637,13,1,1575,1950,1,300000
10912,54,1,1570,1930,1,300000
13193,14,1,1552,1935,1,300000
10748,10,1,1538,1930,1,300000
10368,240,1,1534,1925,1,300000
7965,35,1,1532,1920,1,300000
10172,51,1,1525,1925,1,300000
11128,34,1,1517,1920,1,300000
5678,34,1,1512,1980,1,300000
211,23,1,1680,1925,1,301191
4669,6,1,1690,1960,1,302000
3412,53,1,1680,1989,1,302100
2962,28,1,1736,1901,1,302172
9957,43,1,2150,1950,1,304000
1252,178,1,1950,2001,1,304000
9739,134,1,1584,1940,1,304000
15622,69,1,1836,1960,1,304200
5387,48,1,1920,1925,1,305000
10634,52,1,1911,1930,1,305000
4734,23,1,1738,1940,1,305000
4665,13,1,1696,1920,1,305000
2834,60,1,1606,1910,1,305000
457,366,1,1515,1986,1,305000
3510,5,1,1980,1965,1,306500
4741,26,1,1520,1930,1,307000
13472,14,1,1908,1965,1,308000
4381,14,1,1925,1950,1,309000
1984,75,1,2200,1994,1,310000
13487,66,1,1982,1925,1,310000
3395,103,1,1800,1987,1,310000
12281,19,1,1770,1920,1,310000
1215,169,1,1624,1999,1,310000
3517,63,1,1620,1987,1,310000
1534,62,1,1575,1899,1,310000
1657,27,1,1550,1950,1,310000
1018,57,1,1544,1915,1,310000
3732,29,1,1640,1910,1,310500
7986,40,1,1575,1925,1,311633
4284,37,1,2214,1960,1,313500
3651,43,1,2260,1935,1,313627
2610,244,1,9900,1963,4,314542
10893,4,1,2075,1935,1,315000
4735,44,1,1920,1930,1,315000
12217,6,1,1846,1910,1,315000
5362,5,1,1690,1940,1,315000
4847,52,1,1690,1955,1,315000
2869,100,1,1624,1965,1,315000
7744,63,1,1577,1910,1,315000
5740,173,1,1553,2004,1,315000
5416,154,1,1636,1950,1,317135
7863,18,1,1503,1990,1,317500
16050,46,1,2788,1915,1,318000
5579,21,1,1520,1925,1,318000
9448,29,1,2465,1910,1,320000
8007,68,1,1900,1915,1,320000
2288,87,1,1840,1901,1,320000
5417,179,1,1836,1970,1,320000
10551,22,1,1800,1940,1,320000
3928,64,1,1680,1910,1,320000
3344,6,1,1672,1941,1,320000
12602,30,1,1616,1925,1,320000
15800,22,1,1568,1920,1,320000
1246,29,1,1568,1988,1,320000
10781,38,1,1554,1925,1,320000
15717,67,1,1803,1925,1,321000
3862,74,1,2070,1920,1,323000
5773,45,1,1690,1993,1,324000
8007,68,1,1900,1915,1,324480
3801,56,1,4224,1987,4,325000
11518,192,1,3850,1931,4,325000
3202,12,1,2651,1920,1,325000
4734,35,1,2430,1930,1,325000
15704,17,1,2340,2005,4,325000
13112,23,1,2288,1910,1,325000
7291,146,1,1872,1930,1,325000
10928,64,1,1856,1930,1,325000
10903,25,1,1772,1925,1,325000
10894,40,1,1740,1935,1,325000
12671,22,1,1740,1930,1,325000
4734,64,1,1681,1940,1,325000
209,72,1,1668,1930,1,325000
3931,34,1,1665,1920,1,325000
8844,2,1,1662,1915,1,325000
5544,40,1,1641,1950,1,325000
4655,86,1,1617,1925,1,325000
5231,30,1,1600,2001,1,325000
2913,8,1,1598,1950,1,325000
4297,67,1,1580,1899,1,325000
12008,66,1,1568,1930,1,325000
5744,14,1,1510,1996,1,325000
2288,73,1,2112,1899,1,326500
3507,154,1,1594,1965,1,327500
12597,11,1,1522,1935,1,328878
1170,47,1,2204,1960,1,329000
5477,29,1,2293,1975,1,330000
4609,30,1,1683,1955,1,330000
7149,3,1,1600,1910,1,330000
2372,273,1,1600,1987,1,330000
10786,9,1,1572,1925,1,330000
6981,22,1,1560,1950,1,330000
12050,240,1,1552,1925,1,330000
3347,67,1,1512,1915,1,330000
15315,69,1,1520,1920,1,331065
10067,108,1,1536,1925,1,332500
12477,182,1,1530,1950,1,333900
5408,268,1,1920,1940,1,334000
3534,46,1,1568,1930,1,334000
10052,17,1,1624,1920,1,334400
60,42,1,2808,1899,1,335000
8862,67,1,2325,1920,1,335000
13712,98,1,2250,1955,1,335000
3222,20,1,2068,1984,1,335000
